Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
vert.x,io.vertx.core.http,Http2ClientTest,testUnknownFrame,Magic Number,The method contains a magic number: 500,1592
vert.x,io.vertx.core.http,Http2ClientTest,testUnknownFrame,Magic Number,The method contains a magic number: 500,1592
vert.x,io.vertx.core.http,Http2ClientTest,testUnknownFrame,Magic Number,The method contains a magic number: 10,1592
vert.x,io.vertx.core.http,Http2ClientTest,testUnknownFrame,Magic Number,The method contains a magic number: 253,1592
vert.x,io.vertx.core.http,Http2ClientTest,testUnknownFrame,Magic Number,The method contains a magic number: 12,1592
vert.x,io.vertx.core.http,Http2ClientTest,testUnknownFrame,Magic Number,The method contains a magic number: 134,1592
vert.x,io.vertx.core.http,Http2ClientTest,testUnknownFrame,Magic Number,The method contains a magic number: 12,1592
vert.x,io.vertx.core.http,Http2ClientTest,testUnknownFrame,Magic Number,The method contains a magic number: 134,1592
vert.x,io.vertx.core.http,Http2ClientTest,testUnknownFrame,Magic Number,The method contains a magic number: 2,1592
vert.x,io.vertx.core.http,Http2ClientTest,testUnknownFrame,Magic Number,The method contains a magic number: 10,1592
vert.x,io.vertx.core.http,Http2ClientTest,testUnknownFrame,Magic Number,The method contains a magic number: 253,1592
vert.x,io.vertx.core.http,Http2ClientTest,testClearText,Long Statement,The length of the statement "@Override public void onHeadersRead( ChannelHandlerContext ctx` int streamId` Http2Headers headers` int streamDependency` short weight` boolean exclusive` int padding` boolean endStream) throws Http2Exception {" is 210.,1651
vert.x,io.vertx.core.http,Http2ClientTest,testClearText,Long Statement,The length of the statement "client=vertx.createHttpClient(clientOptions.setUseAlpn(false).setSsl(false).setHttp2ClearTextUpgrade(withUpgrade).setHttp2ClearTextUpgradeWithPreflightRequest(withPreflightRequest));" is 182.,1651
vert.x,io.vertx.core.http,Http2ClientTest,onHeadersRead,Long Parameter List,The method has 8 parameters. ,1655
vert.x,io.vertx.core.http,Http2ClientTest,testRejectClearTextUpgrade,Long Statement,The length of the statement "assertTrue("Was not expecting pipeline handler " + entry.getValue().getClass()`entry.getKey().equals("codec") || entry.getKey().equals("handler"));" is 147.,1691
vert.x,io.vertx.core.http,Http2ClientTest,testRejectClearTextUpgrade,Magic Number,The method contains a magic number: 5,1691
vert.x,io.vertx.core.http,Http2ClientTest,testRejectClearTextUpgrade,Magic Number,The method contains a magic number: 5,1691
vert.x,io.vertx.core.http,Http2ClientTest,testRejectClearTextUpgrade,Magic Number,The method contains a magic number: 200,1691
vert.x,io.vertx.core.http,Http2ClientTest,testIdleTimeoutClearTextUpgrade,Long Statement,The length of the statement "testIdleTimeout(new HttpServerOptions().setPort(DEFAULT_HTTP_PORT).setHost(DEFAULT_HTTPS_HOST)`clientOptions.setDefaultPort(DEFAULT_HTTP_PORT).setUseAlpn(false).setSsl(false).setHttp2ClearTextUpgrade(true));" is 207.,1764
vert.x,io.vertx.core.http,Http2ClientTest,testIdleTimeoutClearTextDirect,Long Statement,The length of the statement "testIdleTimeout(new HttpServerOptions().setPort(DEFAULT_HTTP_PORT).setHost(DEFAULT_HTTPS_HOST)`clientOptions.setDefaultPort(DEFAULT_HTTP_PORT).setUseAlpn(false).setSsl(false).setHttp2ClearTextUpgrade(false));" is 208.,1770
vert.x,io.vertx.core.http,Http2ClientTest,testIdleTimeout,Magic Number,The method contains a magic number: 3,1776
vert.x,io.vertx.core.http,Http2ClientTest,testIdleTimeout,Magic Number,The method contains a magic number: 2,1776
vert.x,io.vertx.core.http,Http2ClientTest,testIdleTimoutNoConnections,Long Statement,The length of the statement "client.request(requestOptions).compose(req -> req.send().compose(HttpClientResponse::body)).onComplete(onSuccess(resp -> {" is 122.,1808
vert.x,io.vertx.core.http,Http2ClientTest,testIdleTimoutNoConnections,Magic Number,The method contains a magic number: 4,1808
vert.x,io.vertx.core.http,Http2ClientTest,testIdleTimoutNoConnections,Magic Number,The method contains a magic number: 5,1808
vert.x,io.vertx.core.http,Http2ClientTest,testIdleTimoutNoConnections,Magic Number,The method contains a magic number: 2,1808
vert.x,io.vertx.core.http,Http2ClientTest,testIdleTimoutNoConnections,Magic Number,The method contains a magic number: 1000,1808
vert.x,io.vertx.core.http,Http2ClientTest,testDisableIdleTimeoutClearTextUpgrade,Long Statement,The length of the statement "client=vertx.createHttpClient(new HttpClientOptions().setIdleTimeout(2).setProtocolVersion(HttpVersion.HTTP_2).setDefaultPort(8080).setDefaultHost("localhost"));" is 161.,1837
vert.x,io.vertx.core.http,Http2ClientTest,testDisableIdleTimeoutClearTextUpgrade,Long Statement,The length of the statement "client.request(HttpMethod.GET`"/somepath").compose(req -> req.send().compose(HttpClientResponse::body)).onComplete(onSuccess(body1 -> {" is 135.,1837
vert.x,io.vertx.core.http,Http2ClientTest,testDisableIdleTimeoutClearTextUpgrade,Long Statement,The length of the statement "client.request(HttpMethod.GET`"/somepath").compose(req -> req.send().compose(HttpClientResponse::body)).onComplete(onSuccess(body2 -> {" is 135.,1837
vert.x,io.vertx.core.http,Http2ClientTest,testDisableIdleTimeoutClearTextUpgrade,Magic Number,The method contains a magic number: 8080,1837
vert.x,io.vertx.core.http,Http2ClientTest,testDisableIdleTimeoutClearTextUpgrade,Magic Number,The method contains a magic number: 2,1837
vert.x,io.vertx.core.http,Http2ClientTest,testDisableIdleTimeoutClearTextUpgrade,Magic Number,The method contains a magic number: 8080,1837
vert.x,io.vertx.core.http,Http2ClientTest,testDisableIdleTimeoutClearTextUpgrade,Magic Number,The method contains a magic number: 10,1837
vert.x,io.vertx.core.http,Http2ClientTest,testSendPing,Magic Number,The method contains a magic number: 2,1867
vert.x,io.vertx.core.http,Http2ClientTest,testSendPing,Magic Number,The method contains a magic number: 8,1867
vert.x,io.vertx.core.http,Http2ClientTest,testReceivePing,Magic Number,The method contains a magic number: 8,1892
vert.x,io.vertx.core.http,Http2ClientTest,testMaxConcurrencySingleConnection,Magic Number,The method contains a magic number: 5,1913
vert.x,io.vertx.core.http,Http2ClientTest,testMaxConcurrencyMultipleConnections,Magic Number,The method contains a magic number: 2,1918
vert.x,io.vertx.core.http,Http2ClientTest,testMaxConcurrency,Long Statement,The length of the statement "client=vertx.createHttpClient(new HttpClientOptions(clientOptions).setHttp2MaxPoolSize(poolSize).setHttp2MultiplexingLimit(maxConcurrency));" is 140.,1923
vert.x,io.vertx.core.http,Http2ClientTest,testMaxConcurrency,Magic Number,The method contains a magic number: 300,1923
vert.x,io.vertx.core.http,Http2ClientTest,testConnectionWindowSize,Long Statement,The length of the statement "@Override public void onWindowUpdateRead( ChannelHandlerContext ctx` int streamId` int windowSizeIncrement) throws Http2Exception {" is 131.,1975
vert.x,io.vertx.core.http,Http2ClientTest,testConnectionWindowSize,Magic Number,The method contains a magic number: 65535,1975
vert.x,io.vertx.core.http,Http2ClientTest,testConnectionWindowSize,Magic Number,The method contains a magic number: 65535,1975
vert.x,io.vertx.core.http,Http2ClientTest,testConnectionWindowSize,Magic Number,The method contains a magic number: 2,1975
vert.x,io.vertx.core.http,Http2ClientTest,onWindowUpdateRead,Magic Number,The method contains a magic number: 65535,1978
vert.x,io.vertx.core.http,Http2ClientTest,testUpdateConnectionWindowSize,Long Statement,The length of the statement "@Override public void onWindowUpdateRead( ChannelHandlerContext ctx` int streamId` int windowSizeIncrement) throws Http2Exception {" is 131.,1993
vert.x,io.vertx.core.http,Http2ClientTest,testUpdateConnectionWindowSize,Magic Number,The method contains a magic number: 65535,1993
vert.x,io.vertx.core.http,Http2ClientTest,testUpdateConnectionWindowSize,Magic Number,The method contains a magic number: 65535,1993
vert.x,io.vertx.core.http,Http2ClientTest,testUpdateConnectionWindowSize,Magic Number,The method contains a magic number: 65535,1993
vert.x,io.vertx.core.http,Http2ClientTest,testUpdateConnectionWindowSize,Magic Number,The method contains a magic number: 10000,1993
vert.x,io.vertx.core.http,Http2ClientTest,testUpdateConnectionWindowSize,Magic Number,The method contains a magic number: 65535,1993
vert.x,io.vertx.core.http,Http2ClientTest,testUpdateConnectionWindowSize,Magic Number,The method contains a magic number: 10000,1993
vert.x,io.vertx.core.http,Http2ClientTest,testUpdateConnectionWindowSize,Magic Number,The method contains a magic number: 65535,1993
vert.x,io.vertx.core.http,Http2ClientTest,testUpdateConnectionWindowSize,Magic Number,The method contains a magic number: 65535,1993
vert.x,io.vertx.core.http,Http2ClientTest,testUpdateConnectionWindowSize,Magic Number,The method contains a magic number: 65535,1993
vert.x,io.vertx.core.http,Http2ClientTest,testUpdateConnectionWindowSize,Magic Number,The method contains a magic number: 65535,1993
vert.x,io.vertx.core.http,Http2ClientTest,onWindowUpdateRead,Magic Number,The method contains a magic number: 65535,1996
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriority,Long Statement,The length of the statement "@Override public void onHeadersRead( ChannelHandlerContext ctx` int streamId` Http2Headers headers` int streamDependency` short weight` boolean exclusive` int padding` boolean endStream) throws Http2Exception {" is 210.,2046
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriority,Long Statement,The length of the statement "encoder.writeHeaders(ctx`streamId`new DefaultHttp2Headers().status("200")`responseStreamPriority.getDependency()`responseStreamPriority.getWeight()`responseStreamPriority.isExclusive()`0`true`ctx.newPromise());" is 210.,2046
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriority,Magic Number,The method contains a magic number: 123,2046
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriority,Magic Number,The method contains a magic number: 45,2046
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriority,Magic Number,The method contains a magic number: 153,2046
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriority,Magic Number,The method contains a magic number: 75,2046
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriority,Magic Number,The method contains a magic number: 2,2046
vert.x,io.vertx.core.http,Http2ClientTest,onHeadersRead,Long Parameter List,The method has 8 parameters. ,2052
vert.x,io.vertx.core.http,Http2ClientTest,onHeadersRead,Long Statement,The length of the statement "encoder.writeHeaders(ctx`streamId`new DefaultHttp2Headers().status("200")`responseStreamPriority.getDependency()`responseStreamPriority.getWeight()`responseStreamPriority.isExclusive()`0`true`ctx.newPromise());" is 210.,2052
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriorityChange,Long Statement,The length of the statement "@Override public void onHeadersRead( ChannelHandlerContext ctx` int streamId` Http2Headers headers` int streamDependency` short weight` boolean exclusive` int padding` boolean endStream) throws Http2Exception {" is 210.,2085
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriorityChange,Long Statement,The length of the statement "@Override public void onPriorityRead( ChannelHandlerContext ctx` int streamId` int streamDependency` short weight` boolean exclusive) throws Http2Exception {" is 157.,2085
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriorityChange,Long Statement,The length of the statement "@Override public int onDataRead( ChannelHandlerContext ctx` int streamId` ByteBuf data` int padding` boolean endOfStream) throws Http2Exception {" is 145.,2085
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriorityChange,Long Statement,The length of the statement "encoder.writeHeaders(ctx`streamId`new DefaultHttp2Headers().status("200")`responseStreamPriority.getDependency()`responseStreamPriority.getWeight()`responseStreamPriority.isExclusive()`0`false`ctx.newPromise());" is 211.,2085
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriorityChange,Long Statement,The length of the statement "encoder.writePriority(ctx`streamId`responseStreamPriority2.getDependency()`responseStreamPriority2.getWeight()`responseStreamPriority2.isExclusive()`ctx.newPromise());" is 167.,2085
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriorityChange,Long Statement,The length of the statement "client.request(new RequestOptions().setPort(DEFAULT_HTTPS_PORT).setHost(DEFAULT_HTTPS_HOST).setURI("/somepath")).onComplete(onSuccess(req -> {" is 142.,2085
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriorityChange,Magic Number,The method contains a magic number: 123,2085
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriorityChange,Magic Number,The method contains a magic number: 45,2085
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriorityChange,Magic Number,The method contains a magic number: 223,2085
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriorityChange,Magic Number,The method contains a magic number: 145,2085
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriorityChange,Magic Number,The method contains a magic number: 153,2085
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriorityChange,Magic Number,The method contains a magic number: 75,2085
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriorityChange,Magic Number,The method contains a magic number: 253,2085
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriorityChange,Magic Number,The method contains a magic number: 175,2085
vert.x,io.vertx.core.http,Http2ClientTest,testStreamPriorityChange,Magic Number,The method contains a magic number: 5,2085
vert.x,io.vertx.core.http,Http2ClientTest,onHeadersRead,Long Parameter List,The method has 8 parameters. ,2093
vert.x,io.vertx.core.http,Http2ClientTest,onPriorityRead,Long Parameter List,The method has 5 parameters. ,2103
vert.x,io.vertx.core.http,Http2ClientTest,onDataRead,Long Parameter List,The method has 5 parameters. ,2112
vert.x,io.vertx.core.http,Http2ClientTest,onDataRead,Long Statement,The length of the statement "encoder.writeHeaders(ctx`streamId`new DefaultHttp2Headers().status("200")`responseStreamPriority.getDependency()`responseStreamPriority.getWeight()`responseStreamPriority.isExclusive()`0`false`ctx.newPromise());" is 211.,2112
vert.x,io.vertx.core.http,Http2ClientTest,onDataRead,Long Statement,The length of the statement "encoder.writePriority(ctx`streamId`responseStreamPriority2.getDependency()`responseStreamPriority2.getWeight()`responseStreamPriority2.isExclusive()`ctx.newPromise());" is 167.,2112
vert.x,io.vertx.core.http,Http2ClientTest,testClientStreamPriorityNoChange,Long Statement,The length of the statement "@Override public void onHeadersRead( ChannelHandlerContext ctx` int streamId` Http2Headers headers` int streamDependency` short weight` boolean exclusive` int padding` boolean endStream) throws Http2Exception {" is 210.,2164
vert.x,io.vertx.core.http,Http2ClientTest,testClientStreamPriorityNoChange,Long Statement,The length of the statement "@Override public void onPriorityRead( ChannelHandlerContext ctx` int streamId` int streamDependency` short weight` boolean exclusive) throws Http2Exception {" is 157.,2164
vert.x,io.vertx.core.http,Http2ClientTest,testClientStreamPriorityNoChange,Long Statement,The length of the statement "@Override public int onDataRead( ChannelHandlerContext ctx` int streamId` ByteBuf data` int padding` boolean endOfStream) throws Http2Exception {" is 145.,2164
vert.x,io.vertx.core.http,Http2ClientTest,testClientStreamPriorityNoChange,Long Statement,The length of the statement "client.request(new RequestOptions().setHost(DEFAULT_HTTPS_HOST).setPort(DEFAULT_HTTPS_PORT).setURI("/somepath")).onComplete(onSuccess(req -> {" is 142.,2164
vert.x,io.vertx.core.http,Http2ClientTest,testClientStreamPriorityNoChange,Magic Number,The method contains a magic number: 123,2164
vert.x,io.vertx.core.http,Http2ClientTest,testClientStreamPriorityNoChange,Magic Number,The method contains a magic number: 45,2164
vert.x,io.vertx.core.http,Http2ClientTest,testClientStreamPriorityNoChange,Magic Number,The method contains a magic number: 2,2164
vert.x,io.vertx.core.http,Http2ClientTest,onHeadersRead,Long Parameter List,The method has 8 parameters. ,2171
vert.x,io.vertx.core.http,Http2ClientTest,onPriorityRead,Long Parameter List,The method has 5 parameters. ,2183
vert.x,io.vertx.core.http,Http2ClientTest,onDataRead,Long Parameter List,The method has 5 parameters. ,2187
vert.x,io.vertx.core.http,Http2ClientTest,testServerStreamPriorityNoChange,Long Statement,The length of the statement "@Override public void onHeadersRead( ChannelHandlerContext ctx` int streamId` Http2Headers headers` int streamDependency` short weight` boolean exclusive` int padding` boolean endStream) throws Http2Exception {" is 210.,2222
vert.x,io.vertx.core.http,Http2ClientTest,testServerStreamPriorityNoChange,Long Statement,The length of the statement "encoder.writeHeaders(ctx`streamId`new DefaultHttp2Headers().status("200")`streamPriority.getDependency()`streamPriority.getWeight()`streamPriority.isExclusive()`0`false`ctx.newPromise());" is 187.,2222
vert.x,io.vertx.core.http,Http2ClientTest,testServerStreamPriorityNoChange,Long Statement,The length of the statement "encoder.writePriority(ctx`streamId`streamPriority.getDependency()`streamPriority.getWeight()`streamPriority.isExclusive()`ctx.newPromise());" is 140.,2222
vert.x,io.vertx.core.http,Http2ClientTest,testServerStreamPriorityNoChange,Long Statement,The length of the statement "@Override public void onPriorityRead( ChannelHandlerContext ctx` int streamId` int streamDependency` short weight` boolean exclusive) throws Http2Exception {" is 157.,2222
vert.x,io.vertx.core.http,Http2ClientTest,testServerStreamPriorityNoChange,Magic Number,The method contains a magic number: 123,2222
vert.x,io.vertx.core.http,Http2ClientTest,testServerStreamPriorityNoChange,Magic Number,The method contains a magic number: 45,2222
vert.x,io.vertx.core.http,Http2ClientTest,onHeadersRead,Long Parameter List,The method has 8 parameters. ,2228
vert.x,io.vertx.core.http,Http2ClientTest,onHeadersRead,Long Statement,The length of the statement "encoder.writeHeaders(ctx`streamId`new DefaultHttp2Headers().status("200")`streamPriority.getDependency()`streamPriority.getWeight()`streamPriority.isExclusive()`0`false`ctx.newPromise());" is 187.,2228
vert.x,io.vertx.core.http,Http2ClientTest,onHeadersRead,Long Statement,The length of the statement "encoder.writePriority(ctx`streamId`streamPriority.getDependency()`streamPriority.getWeight()`streamPriority.isExclusive()`ctx.newPromise());" is 140.,2228
vert.x,io.vertx.core.http,Http2ClientTest,onPriorityRead,Long Parameter List,The method has 5 parameters. ,2235
vert.x,io.vertx.core.http,Http2ClientTest,testClearTestDirectServerCloseBeforeSettingsRead,Long Statement,The length of the statement "client=vertx.createHttpClient(new HttpClientOptions().setProtocolVersion(HttpVersion.HTTP_2).setHttp2ClearTextUpgrade(false));" is 126.,2260
vert.x,io.vertx.core.http,Http2MetricsTest,params,Long Statement,The length of the statement "params.add(new Object[]{Http2TestBase.createHttp2ClientOptions()`Http2TestBase.createHttp2ServerOptions(HttpTestBase.DEFAULT_HTTP_PORT`HttpTestBase.DEFAULT_HTTP_HOST)});" is 169.,26
vert.x,io.vertx.core.http,Http2MetricsTest,params,Long Statement,The length of the statement "params.add(new Object[]{new HttpClientOptions().setProtocolVersion(HttpVersion.HTTP_2).setHttp2ClearTextUpgrade(true)`new HttpServerOptions().setPort(HttpTestBase.DEFAULT_HTTP_PORT).setHost(HttpTestBase.DEFAULT_HTTP_HOST)});" is 224.,26
vert.x,io.vertx.core.http,Http2MetricsTest,params,Long Statement,The length of the statement "params.add(new Object[]{new HttpClientOptions().setProtocolVersion(HttpVersion.HTTP_2).setHttp2ClearTextUpgrade(false)`new HttpServerOptions().setPort(HttpTestBase.DEFAULT_HTTP_PORT).setHost(HttpTestBase.DEFAULT_HTTP_HOST)});" is 225.,26
vert.x,io.vertx.core.http,Http2MetricsTest,testPushPromise,Magic Number,The method contains a magic number: 2,58
vert.x,io.vertx.core.http,Http2MetricsTest,testPushPromise,Magic Number,The method contains a magic number: 10,58
vert.x,io.vertx.core.http,Http2MetricsTest,testPushPromise,Magic Number,The method contains a magic number: 1000,58
vert.x,io.vertx.core.http,Http2MetricsTest,testPushPromise,Magic Number,The method contains a magic number: 1000,58
vert.x,io.vertx.core.http,Http2ServerTest,testConnectionHandler,Magic Number,The method contains a magic number: 2,260
vert.x,io.vertx.core.http,Http2ServerTest,testServerSettings,Magic Number,The method contains a magic number: 2,309
vert.x,io.vertx.core.http,Http2ServerTest,testServerSettings,Magic Number,The method contains a magic number: 7,309
vert.x,io.vertx.core.http,Http2ServerTest,testServerSettings,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2ae1e404,309
vert.x,io.vertx.core.http,Http2ServerTest,onSettingsRead,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2ae1e404,341
vert.x,io.vertx.core.http,Http2ServerTest,testClientSettings,Magic Number,The method contains a magic number: 7,368
vert.x,io.vertx.core.http,Http2ServerTest,testClientSettings,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@179335f2,368
vert.x,io.vertx.core.http,Http2ServerTest,testGet,Long Statement,The length of the statement "@Override public void onHeadersRead( ChannelHandlerContext ctx` int streamId` Http2Headers headers` int streamDependency` short weight` boolean exclusive` int padding` boolean endStream) throws Http2Exception {" is 210.,419
vert.x,io.vertx.core.http,Http2ServerTest,testGet,Long Statement,The length of the statement "@Override public int onDataRead( ChannelHandlerContext ctx` int streamId` ByteBuf data` int padding` boolean endOfStream) throws Http2Exception {" is 145.,419
vert.x,io.vertx.core.http,Http2ServerTest,testGet,Magic Number,The method contains a magic number: 1000,419
vert.x,io.vertx.core.http,Http2ServerTest,testGet,Magic Number,The method contains a magic number: 2,419
vert.x,io.vertx.core.http,Http2ServerTest,testGet,Magic Number,The method contains a magic number: 2,419
vert.x,io.vertx.core.http,Http2ServerTest,onHeadersRead,Long Parameter List,The method has 8 parameters. ,458
vert.x,io.vertx.core.http,Http2ServerTest,onHeadersRead,Magic Number,The method contains a magic number: 2,458
vert.x,io.vertx.core.http,Http2ServerTest,onDataRead,Long Parameter List,The method has 5 parameters. ,472
vert.x,io.vertx.core.http,Http2ServerTest,testStatusMessage,Magic Number,The method contains a magic number: 404,496
vert.x,io.vertx.core.http,Http2ServerTest,testURI,Long Statement,The length of the statement "Http2Headers headers=new DefaultHttp2Headers().method("GET").scheme("http").authority("whatever.com").path("/some/path?foo=foo_value&bar=bar_value_1&bar=bar_value_2");" is 167.,517
vert.x,io.vertx.core.http,Http2ServerTest,testURI,Magic Number,The method contains a magic number: 2,517
vert.x,io.vertx.core.http,Http2ServerTest,testHeadersEndHandler,Long Statement,The length of the statement "@Override public void onHeadersRead( ChannelHandlerContext ctx` int streamId` Http2Headers headers` int streamDependency` short weight` boolean exclusive` int padding` boolean endStream) throws Http2Exception {" is 210.,552
vert.x,io.vertx.core.http,Http2ServerTest,onHeadersRead,Long Parameter List,The method has 8 parameters. ,572
vert.x,io.vertx.core.http,Http2ServerTest,testPost,Long Statement,The length of the statement "request.encoder.writeHeaders(request.context`id`POST("/").set("content-type"`"text/plain")`0`false`request.context.newPromise());" is 129.,616
vert.x,io.vertx.core.http,Http2ServerTest,testPost,Long Statement,The length of the statement "request.encoder.writeData(request.context`id`((BufferInternal)expectedContent).getByteBuf()`0`true`request.context.newPromise());" is 129.,616
vert.x,io.vertx.core.http,Http2ServerTest,testPost,Magic Number,The method contains a magic number: 1000,616
vert.x,io.vertx.core.http,Http2ServerTest,testPostFileUpload,Long Statement,The length of the statement "String body="--a4e41223-a527-49b6-ac1c-315d76be757e\r\n" + "Content-Disposition: form-data; name=\"file\"; filename=\"tmp-0.txt\"\r\n" + "Content-Type: image/gif; charset=utf-8\r\n"+ "Content-Length: 12\r\n"+ "\r\n"+ "some-content\r\n"+ "--a4e41223-a527-49b6-ac1c-315d76be757e--\r\n";" is 284.,646
vert.x,io.vertx.core.http,Http2ServerTest,testPostFileUpload,Long Statement,The length of the statement "request.encoder.writeHeaders(request.context`id`POST("/form").set("content-type"`contentType).set("content-length"`contentLength)`0`false`request.context.newPromise());" is 168.,646
vert.x,io.vertx.core.http,Http2ServerTest,testPostFileUpload,Long Statement,The length of the statement "request.encoder.writeData(request.context`id`BufferInternal.buffer(body).getByteBuf()`0`true`request.context.newPromise());" is 123.,646
vert.x,io.vertx.core.http,Http2ServerTest,testStreamPauseResume,Long Statement,The length of the statement "request.encoder.writeHeaders(request.context`id`POST("/form").set("content-type"`"text/plain")`0`false`request.context.newPromise());" is 133.,721
vert.x,io.vertx.core.http,Http2ServerTest,testStreamPauseResume,Magic Number,The method contains a magic number: 1000,721
vert.x,io.vertx.core.http,Http2ServerTest,testStreamPauseResume,Magic Number,The method contains a magic number: 100,721
vert.x,io.vertx.core.http,Http2ServerTest,testStreamWritability,Long Statement,The length of the statement "@Override public int onDataRead( ChannelHandlerContext ctx` int streamId` ByteBuf data` int padding` boolean endOfStream) throws Http2Exception {" is 145.,788
vert.x,io.vertx.core.http,Http2ServerTest,testStreamWritability,Magic Number,The method contains a magic number: 1024,788
vert.x,io.vertx.core.http,Http2ServerTest,onDataRead,Long Parameter List,The method has 5 parameters. ,827
vert.x,io.vertx.core.http,Http2ServerTest,testTrailers,Magic Number,The method contains a magic number: 2,865
vert.x,io.vertx.core.http,Http2ServerTest,testTrailers,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@16e0a0d8,865
vert.x,io.vertx.core.http,Http2ServerTest,onHeadersRead,Long Parameter List,The method has 8 parameters. ,881
vert.x,io.vertx.core.http,Http2ServerTest,onHeadersRead,Magic Number,The method contains a magic number: 2,881
vert.x,io.vertx.core.http,Http2ServerTest,onHeadersRead,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@16e0a0d8,881
vert.x,io.vertx.core.http,Http2ServerTest,testServerResetClientStream1,Magic Number,The method contains a magic number: 8,918
vert.x,io.vertx.core.http,Http2ServerTest,testServerResetClientStream1,Magic Number,The method contains a magic number: 8,918
vert.x,io.vertx.core.http,Http2ServerTest,testServerResetClientStream2,Magic Number,The method contains a magic number: 8,931
vert.x,io.vertx.core.http,Http2ServerTest,testServerResetClientStream2,Magic Number,The method contains a magic number: 8,931
vert.x,io.vertx.core.http,Http2ServerTest,testServerResetClientStream3,Magic Number,The method contains a magic number: 8,945
vert.x,io.vertx.core.http,Http2ServerTest,testServerResetClientStream3,Magic Number,The method contains a magic number: 8,945
vert.x,io.vertx.core.http,Http2ServerTest,testClientResetServerStream,Magic Number,The method contains a magic number: 10L,982
vert.x,io.vertx.core.http,Http2ServerTest,testClientResetServerStream,Magic Number,The method contains a magic number: 10L,982
vert.x,io.vertx.core.http,Http2ServerTest,testClientResetServerStream,Magic Number,The method contains a magic number: 10,982
vert.x,io.vertx.core.http,Http2ServerTest,testConnectionClose,Long Statement,The length of the statement "@Override public void onHeadersRead( ChannelHandlerContext ctx` int streamId` Http2Headers headers` int streamDependency` short weight` boolean exclusive` int padding` boolean endStream) throws Http2Exception {" is 210.,1026
vert.x,io.vertx.core.http,Http2ServerTest,onHeadersRead,Long Parameter List,The method has 8 parameters. ,1045
vert.x,io.vertx.core.http,Http2ServerTest,testPushPromiseHeaders,Long Statement,The length of the statement "resp.push(HttpMethod.GET`"/wibble"`HttpHeaders.set("foo"`"foo_value").set("bar"`Arrays.<CharSequence>asList("bar_value_1"`"bar_value_2"))).onComplete(handler);" is 159.,1067
vert.x,io.vertx.core.http,Http2ServerTest,testPushPromiseHeaders,Long Statement,The length of the statement "assertEquals(Arrays.asList("bar_value_1"`"bar_value_2")`headers.getAll("bar").stream().map(CharSequence::toString).collect(Collectors.toList()));" is 145.,1067
vert.x,io.vertx.core.http,Http2ServerTest,testPushPromise,Long Statement,The length of the statement "@Override public void onPushPromiseRead( ChannelHandlerContext ctx` int streamId` int promisedStreamId` Http2Headers headers` int padding) throws Http2Exception {" is 162.,1110
vert.x,io.vertx.core.http,Http2ServerTest,testPushPromise,Long Statement,The length of the statement "@Override public int onDataRead( ChannelHandlerContext ctx` int streamId` ByteBuf data` int padding` boolean endOfStream) throws Http2Exception {" is 145.,1110
vert.x,io.vertx.core.http,Http2ServerTest,onPushPromiseRead,Long Parameter List,The method has 5 parameters. ,1132
vert.x,io.vertx.core.http,Http2ServerTest,onDataRead,Long Parameter List,The method has 5 parameters. ,1137
vert.x,io.vertx.core.http,Http2ServerTest,testResetActivePushPromise,Long Statement,The length of the statement "@Override public int onDataRead( ChannelHandlerContext ctx` int streamId` ByteBuf data` int padding` boolean endOfStream) throws Http2Exception {" is 145.,1156
vert.x,io.vertx.core.http,Http2ServerTest,testResetActivePushPromise,Magic Number,The method contains a magic number: 8,1156
vert.x,io.vertx.core.http,Http2ServerTest,onDataRead,Long Parameter List,The method has 5 parameters. ,1183
